PG.ProteinGroups,PG.Genes,[1] HN1.raw.PG.MS2Channel1,[2] HN2.raw.PG.MS2Channel1,[3] HN3.raw.PG.MS2Channel1,[4] HN4.raw.PG.MS2Channel1,[5] HS1.raw.PG.MS2Channel1,[6] HS3.raw.PG.MS2Channel1,[7] HS4.raw.PG.MS2Channel1,[8] LN1.raw.PG.MS2Channel1,[9] LN2.raw.PG.MS2Channel1,[10] LN3.raw.PG.MS2Channel1,[11] LN4.raw.PG.MS2Channel1,[12] LS1.raw.PG.MS2Channel1,[13] LS2.raw.PG.MS2Channel1,[14] LS3.raw.PG.MS2Channel1,[15] LS4.raw.PG.MS2Channel1,[1] HN1.raw.PG.MS2Channel3,[2] HN2.raw.PG.MS2Channel3,[3] HN3.raw.PG.MS2Channel3,[4] HN4.raw.PG.MS2Channel3,[5] HS1.raw.PG.MS2Channel3,[6] HS3.raw.PG.MS2Channel3,[7] HS4.raw.PG.MS2Channel3,[8] LN1.raw.PG.MS2Channel3,[9] LN2.raw.PG.MS2Channel3,[10] LN3.raw.PG.MS2Channel3,[11] LN4.raw.PG.MS2Channel3,[12] LS1.raw.PG.MS2Channel3,[13] LS2.raw.PG.MS2Channel3,[14] LS3.raw.PG.MS2Channel3,[15] LS4.raw.PG.MS2Channel3
E9PAV3,NACA,5861.579102,5348.394531,5243.777344,5228.288086,25120.63672,24452.30664,28486.82031,7318.407227,4908.116211,5147.481934,6471.888184,30884.42578,31264.68164,33854.66797,34603.66406,850.6577148,948.5717163,927.5162964,643.2009888,1104.779419,909.5814209,510.0487671,633.7765503,833.0294189,769.5216675,848.0556641,1482.299805,997.1344604,863.5171509,455.8975525
E9PRG8,C11orf98,NaN,NaN,258.8955078,NaN,1238.620728,890.2971191,1565.06543,NaN,NaN,NaN,NaN,3760.115967,4828.553223,4287.960938,4084.10376,NaN,NaN,1,NaN,1.097079992,1,1,NaN,NaN,NaN,NaN,1,1,1,1
F8WCM5;P01308,INS-IGF2;INS,1222.018311,2411.993652,2963.588867,2759.783691,22509.48633,10663.49121,18151.24609,2958.683105,4402.626465,3542.377197,3206.970459,1604.996582,5651.105469,7907.097168,10912.74023,1,52.22949982,1,1,1,1,1,25.73238373,80.68936157,1,1,1,1,1,1
H3BS89,TMEM178B,6204.48584,5351.445313,5527.861816,6708.462402,4169.512207,1467.95459,1224.168213,6054.446289,11642.08789,7408.943359,5343.619629,4244.652832,3169.590576,3186.022217,2505.104004,135.9190826,64.43857574,320.0667114,262.5519104,1024.79895,3547.601807,2436.419678,191.9186401,330.0592346,831.4401855,193.5184479,640.6160889,311.6756897,879.0289917,479.6455688
H7BZ55,CROCC2,NaN,NaN,58020.71484,NaN,77532.40625,38280.90625,5719.415527,NaN,97318.75781,95550.82031,NaN,NaN,NaN,93023.26563,98018.36719,NaN,NaN,998.5547485,NaN,10248.85059,5356.064453,93.73879242,NaN,1,10430.00293,NaN,NaN,NaN,1,1
L0R6Q1,SLC35A4,1471.008301,950.885498,4222.669434,1449.236572,5996.95752,4126.501465,3584.446777,2190.102051,2258.622559,2049.75293,1613.377686,3989.804688,3699.730225,3682.268311,3667.643311,1,1,1,1,69.2087326,384.0645447,198.2700348,1,1.259557605,1.086381197,1,1,743.2642212,29.22196388,1
L0R8F8,MIEF1,7171.599609,NaN,6710.749023,NaN,NaN,5251.080078,11528.29492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11645.10156,229.0502472,NaN,215.8316498,NaN,NaN,1,184.5646667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
M0R2J8,DCDC1,4946.927246,3050.968018,2706.694336,NaN,3885.862061,1327.799194,4786.338379,6616.814453,NaN,NaN,6866.641602,6015.689941,NaN,6309.400391,970.7854614,2049.912842,316.8411865,371.862854,NaN,2860.375488,557.0299683,3490.872314,58.81818008,NaN,NaN,1136.756104,1388.441895,NaN,2042.76355,4251.984375
O00116,AGPS,5479.331055,5169.321289,4472.469727,5509.333008,14375.9209,15204.88086,13855.52637,4630.086914,5854.501465,7205.839355,4541.560547,13803.48047,12061.60742,13546.85547,15440.43555,1,1,1,1,118.0189133,212.4692535,378.0030212,1,1.184471726,1.007522583,1,51.45428848,99.27674866,43.90424728,110.9928741
O00139,KIF2A,42025.92969,35719.92188,36166.23047,37513.54688,19215.27734,18163.43555,15739.42383,42607.27344,43778.59375,51041.72266,35452.33203,20166.85547,19213.12305,20541.51758,19733.11133,412.5803528,458.1436768,467.745575,483.3528137,560.258606,850.9520874,608.7333984,1692.402588,1415.872559,920.6677856,625.5371094,568.0014648,487.9128418,624.9152222,458.4522095
O00142,TK2,NaN,266.7331848,670.2322998,NaN,2032.640625,NaN,NaN,188.0506592,NaN,1214.87793,NaN,5380.516602,1342.615601,NaN,367.9200745,NaN,1,1,NaN,560.6989136,NaN,NaN,123.2733078,NaN,567.5999146,NaN,1.265910149,687.4863892,NaN,398.2157288
O00148,DDX39A,NaN,7202.113281,15605.27539,NaN,11324.23047,10497.65723,10666.67676,NaN,14455.90137,10958.87109,NaN,9032.526367,9701.866211,15606.84961,15652.49316,NaN,1,1,NaN,616.0441284,46.56916809,269.7733154,NaN,1.271798611,1.03135705,NaN,161.6143494,42.53688431,1,841.2693481
O00151,PDLIM1,1,1,500.1152954,NaN,545.6643066,1,1,NaN,NaN,NaN,NaN,1,NaN,1,1,1,1,1,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,1,1
O00154,ACOT7,204197.9531,205177.7344,208009.375,163331.0938,147383.875,130253.1875,134562.375,210307.2656,219591.0938,188913.2813,199412.3281,147433.875,131718.7813,163572.6719,152877.7969,185.9394073,263.405426,380.3575745,218.8105469,1061.932861,908.5024414,1648.473389,71.52172089,1.15941453,61.27629471,33.18270493,1,1,1,1
O00159,MYO1C,23695.06641,19349.6875,25509.43164,19123.03711,16684.32422,14613.5,14769.7041,15910.02734,20408.17188,20730.28516,25406.18945,10508.99707,15232.54785,11966.68848,14160.67773,31.86882019,303.0734558,780.5022583,538.5990601,627.838623,216.5045624,599.65448,246.8306732,246.5508118,1.052513957,558.355835,898.6037598,920.8771973,734.3450317,1271.719604
O00165,HAX1,3854.928711,10820.19336,4442.829102,4010.969971,4307.380859,4162.217285,3231.556396,3167.148926,4233.199219,4643.476074,2667.735596,10660.58008,2892.106445,3882.510742,4001.297607,164.5955353,1,1644.619507,19.22871208,1308.041504,142.8623657,65.62554932,1,140.7676697,1.004260063,121.755722,280.7817383,23.31666374,81.00994873,1
O00170,AIP,12683.17188,14018.77637,15572.8584,15826.18945,10536.65137,10488.60352,11074.4707,14704.26367,19238.18945,16919.85156,14519.80273,10127.05469,11212.43555,12148.27051,10076.09668,96.41898346,1,67.88742065,4.293865681,329.0526428,198.5384521,272.3949585,44.60493088,1.176565647,1.257511258,181.1895905,363.1511536,284.4091797,32.16228104,36.54364014
O00178,GTPBP1,8972.3125,7137.449707,6660.712402,7664.687012,11778.11914,13075.39844,11732.04492,8631.592773,10574.0293,8232.324219,9086.475586,9986.87207,11859.30664,13156.13379,13175.24609,88.80516815,138.6691132,1,1,78.85224915,77.08457947,162.8811798,1,454.5279541,1.011662245,1,18.19262123,30.58520317,1,68.50154877
O00186,STXBP3,3717.770264,3449.679688,2980.443115,4255.025879,3888.728271,2974.434082,2731.424316,3713.202393,2617.648438,3222.243164,4523.521973,3207.20752,3579.296875,2781.265625,3100.438721,1,1,18.27930832,1,1,71.53119659,66.3610611,1,1.170381308,1.048094273,1,1,1,1,1
O00189,AP4M1,NaN,1001.31665,482.2184143,690.7443848,1440.654053,477.0892334,982.8274536,571.2600708,1675.446777,1293.696533,795.0344238,1161.058716,1054.521118,1203.610718,1973.492798,NaN,14.9969101,22.42910194,100.7146301,1,1,317.8317871,185.1217957,586.8868408,98.76841736,1,310.2397766,80.81174469,1,83.78928375
O00192,ARVCF,29550.16406,30576.20898,30397.19727,29066.75781,17152.87891,15171.23926,13672.71582,25789.97852,25110.04492,33348.39844,27562.81445,16868.23828,13308.07031,16353.8457,15486.0293,1,1,1,1,161.0141754,236.4875031,425.1997375,380.6017456,186.5538177,1,1,1,21.56153297,1,211.7093811
O00193,SMAP,NaN,NaN,NaN,NaN,7890.791992,3817.037109,3221.774414,NaN,NaN,NaN,NaN,12064.33789,9961.855469,8753.948242,9279.228516,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1.13959825,1,1,1
O00203,AP3B1,6995.732422,5561.77832,6214.776855,6757.955566,7705.791016,7585.388672,8391.678711,5360.946289,5900.191406,5055.089844,6230.429688,8835.891602,8104.245605,7149.935547,7843.542969,1,80.75697327,88.60336304,1,1,1,12.33565235,16.96489525,1.144262791,1.008292437,106.3642197,1,1,1,72.70816803
O00213,APBB1,2487.912842,2703.010742,2524.78125,4089.629639,1399.584473,1164.781982,943.762207,3513.740479,2307.066895,3015.438721,3665.036377,1461.762207,1442.81311,1103.463867,1037.331665,1,90.11328125,98.9147644,79.17597198,1,113.3964462,168.0183716,1,20.00886726,1.045408845,22.18912697,97.89714813,1,1,20.09182739
O00217,NDUFS8,31035.92188,36893.55859,35843.61719,31692.75391,24389.42383,26183.70508,22856.35742,36294.27734,35733.97266,35338.90234,35894.41406,20305.17578,27103.5957,24691.73828,23257.10156,152.2423248,147.8722076,1,1,81.99720001,1,27.56569862,67.30764008,1.204225659,234.5881195,323.4529724,1,211.0117035,204.0842133,1
O00231,PSMD11,31188.19727,32973.40234,35088.10938,34204.47266,42299.05859,45320.36719,44711.60547,28235.58789,34563.86328,27029.13477,30923.04883,48787.4375,49623.09375,49220.27734,48911.47656,12.49929523,1,1,1,41.46878433,1,1,1,1.135707498,1.005614638,1,1,1,1,1
O00232,PSMD12,17044.57813,15917.3877,17894.74414,19357.25781,28354.26367,25475.07422,27998.04688,17165.8125,24601.65625,25360.72461,14887.56348,27169.81055,28308.49219,26020.74219,27255.01953,1,1,85.3861618,1,1,1,84.68868256,1,200.1041718,148.7674103,1,1,86.71749878,137.641922,1
O00233,PSMD9,2106.979004,3211.084229,1755.684326,2301.266846,1386.59021,1219.631714,1432.195923,1767.426636,2343.731201,3245.14624,1753.727173,2579.531982,1823.18396,2426.614746,2073.830322,82.63179779,154.5842133,180.9367676,49.50523758,1.02749896,249.7501373,219.0757446,225.9976807,1.301445842,358.2474365,1,1,1.295695782,140.750412,180.7248077
O00244,ATOX1,578.8841553,1225.382324,579.904541,822.8667603,591.8141479,1193.854492,1313.611938,1238.745483,1279.319458,1252.222656,1068.128418,545.7125244,672.7105713,576.8812866,572.1592407,1,1,1,1,1,1,1,1,1.284691215,1.103336453,1,1,1,1,1
O00255,MEN1,NaN,NaN,NaN,NaN,760.6949463,993.229248,891.8917236,NaN,NaN,NaN,NaN,605.7451172,1134.771606,1000.951294,840.2028809,NaN,NaN,NaN,NaN,912.368103,1,1,NaN,NaN,NaN,NaN,1,11.32778263,1,1
O00257,CBX4,NaN,NaN,NaN,NaN,1974.924805,1537.27417,2031.784058,NaN,NaN,1.088118792,NaN,2920.844482,3001.254395,3031.517334,4772.455078,NaN,NaN,NaN,NaN,1375.578003,3111.189697,2905.096191,NaN,NaN,1.088118792,NaN,1556.271729,1516.530884,786.3169556,1702.961914
O00258,GET1,4653.229004,4211.303711,4486.731934,4101.272949,5250.908691,9633.591797,9683.076172,3851.568359,4503.026855,4317.822266,5045.780762,3645.756348,5932.495605,4974.123047,4934.259766,1,146.0650482,152.4124146,1,1,107.1305466,137.8271027,65.15690613,1.120136619,50.1530304,1,1,1,233.505722,1
O00264,PGRMC1,18321.94531,14017.38477,19334.85938,12318.40527,10135.48633,44934.6875,39680.40625,24396.14453,25624.27539,28372.625,15532.57422,18420.50977,20823.38867,15332.42383,19068.54297,209.6962433,163.7363281,213.8733978,273.7685242,233.8564758,619.9423828,668.4819336,412.5126343,155.6223907,396.9162598,644.2546997,316.3520813,210.6273193,376.8635559,290.3691101
O00267,SUPT5H,3396.759766,1,1718.759644,2755.184814,4560.208008,6294.178223,6176.86084,1471.405518,3491.670166,7308.561035,12931.83496,6943.799316,7702.701172,7742.962891,7667.665039,1,1,13.01116085,1,1,1,1,1,1.191365719,80.03778839,1,1.510312438,1,1,1
O00268,TAF4,1,1,NaN,1,1561.530762,1801.763794,1641.962891,NaN,NaN,NaN,1.113636374,1695.603882,1708.145752,1728.157471,1834.575195,1,1,NaN,1,1,1,1,NaN,NaN,NaN,1.113636374,1,1,1,338.8099976
O00273,DFFA,2068.239258,2709.498779,2111.243164,2784.650146,2352.279297,2922.226563,3175.758057,2853.825439,2426.088379,2501.788818,1744.500977,2929.763916,3490.584229,3075.577881,2760.925293,2335.699463,1,1,601.4752808,1,1,534.2930298,67.79331207,1.138746977,1.010117292,1,1,1,1,1
O00291,HIP1,15211.0127,15672.67773,17369.00586,16966.4082,15019.26758,13473.60547,12901.16016,13866.79297,16014.87402,18099.41016,18437.33789,14727.54883,14589.99902,15910.50098,15443.76367,1,1,1,1,1,1,1,1,1.107983351,1,1,1,1,1,1
O00299,CLIC1,83476.14844,86393.42969,88485.32813,100450.5156,80928.53906,78837.32031,81269.32813,86233.4375,70101.5,106236.7266,72816,77198.85156,83212.125,93505.75,85114.63281,235.6165466,371.8124084,1,208.3045654,680.7104492,756.1799927,1074.824829,1,146.7455902,1.017737031,35.80379868,375.4341736,247.4789581,59.27765656,93.19002533
O00303,EIF3F,2770.811035,3469.476074,4538.049316,3979.811768,26507.74609,25119.91602,21968.03516,3754.050293,4370.317383,4685.033203,4513.918945,27855.7793,26108.73242,23567.75586,24480.05078,8551.131836,6759.900391,1618.779663,1833.345581,1782.292236,1844.69104,1649.163452,1403.065186,2915.094727,4460.125977,2663.114502,4861.018066,4041.00415,1086.603638,3431.472656
O00308,WWP2,4219.229492,4247.065918,4207.537109,5128.960938,2034.512207,2135.995361,1686.252075,4517.808594,4916.023438,5581.762695,4607.614258,4694.853027,2082.706787,1247.026489,1976.73645,1,1,1,1,1,1,1,1,450.5238953,183.8599701,1,1.265236139,1,1,1
O00311,CDC7,NaN,NaN,NaN,NaN,560.9050293,787.5100708,1536.655029,NaN,NaN,NaN,NaN,4472.435059,941.2235107,470.2731323,1006.618774,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,1,1,1
O00329,PIK3CD,1143.560669,1299.990967,1483.453613,2475.221191,1199.770142,738.5721436,540.0722656,2382.10791,NaN,1784.609375,1630.545044,817.7888184,1320.789673,1297.953857,1238.36084,1,1,1,1,111.5499191,1,1,1,NaN,1.417245388,1,1,1,1,1
O00330,PDHX,8852.978516,8351.279297,8717.111328,8304.398438,7418.216797,9787.103516,4201.408691,13112.12109,10606.86426,14523.63965,10771.15039,10655.68848,8466.220703,8272.195313,11407.67188,108.3586502,170.9783478,90.55092621,1,414.3467712,86.06601715,1,109.8552856,377.4554749,1.028782606,1,367.0213623,526.4777222,74.68842316,288.5591736
O00399,DCTN6,5063.095215,15261.79297,12185.60254,5794.279785,3774.344482,2412.179443,1646.713013,15865.20508,19991.22461,16263.70508,13223.67285,4461.537598,4405.576172,6205.00293,4254.687012,1,1,1,1,1,12.80305004,1,1,1.077762008,1,1,1,1,1,1
O00401,WASL,14164.91797,15995.47754,13219.75879,14415.01465,7973.743164,9630.466797,8898.524414,14642.31738,14058.66699,19776.96289,11234.02539,51094.71484,10349.63379,9961.214844,8606.085938,15.7816658,244.8197174,134.1171722,152.1853485,217.9489288,166.2976837,233.3773499,1,1.252816558,1.465590239,197.4091644,273.2401733,111.2373276,83.66963196,164.0018463
O00408,PDE2A,10476.77734,12860.40039,10871.59375,10305.13281,3187.718018,2235.0625,2619.758789,10956.28223,10098.11914,11411.79199,14087.10254,2927.191162,3307.353027,2766.908691,2814.566406,133.4680328,27.01522064,204.8160553,8.63476944,470.3175964,376.1466064,602.1620483,47.98631287,1.156996965,37.35565948,301.1643066,611.4906006,371.5360107,274.2187805,304.0732727
O00410,IPO5,33536.14844,32769.87891,28758.1875,23787.57031,33449.96094,36652.49219,39583.94141,27877.03711,38535.94531,38479.55469,32813.65625,37543.94531,31085.64258,40491.65625,34134.35547,1,1,103.4362717,79.57505798,76.36620331,254.7470245,394.6137695,1,1.231421351,1.019037485,1,1,1,1,1
O00411,POLRMT,NaN,262.1802368,NaN,247.4124756,4745.32373,1357.735718,4057.929688,693.3093262,1047.109375,1905.856445,NaN,5311.793457,4078.437012,4026.719971,4427.569336,NaN,254.5347748,NaN,27.05118752,1,98.90522766,1,185.192337,1,1,NaN,1,23.19408226,1,1
O00422,SAP18,NaN,NaN,NaN,NaN,19513.30273,24170.5332,18414.37891,NaN,NaN,NaN,295.0556335,28229.91211,17314.09375,24217.08203,19452.85742,NaN,NaN,NaN,NaN,946.9581299,620.9113159,625.2109985,NaN,NaN,NaN,3396.612061,1183.522949,703.602478,340.6514587,382.5817871
O00423,EML1,9164.287109,7819.402832,8989.416016,10168.28711,7465.685059,8167.48877,8853.384766,8718.666992,9339.834961,12179.67188,8414.960938,4627.876953,4750.088379,9087.791016,8604.214844,378.198761,806.9469604,1165.494507,722.4890747,907.5477905,820.2763062,358.1900635,435.3801575,429.9653015,1475.396118,581.1289063,81.40426636,501.4324646,619.3610229,442.1528625
O00425,IGF2BP3,3829.606689,3133.914063,2804.921387,3882.322998,40790.44922,38236.66406,40461.12891,2557.964844,2773.996582,2860.9104,4041.896484,39436.85547,39576.33203,41622.27344,36268.97266,122.0955734,1,118.2802658,53.60620117,188.7403412,489.7016907,370.3400269,916.3476563,154.5453949,23.58574295,81.35958099,203.4522552,80.07447052,119.2020645,241.211319
O00429,DNM1L,105145.2656,110550.7656,98334.78125,97850.42188,64748.12891,65077.09766,74104.89063,92005.66406,88065.59375,103431,112260.6328,76342.94531,80249.84375,88609.90625,73391.32813,1,1,1,1,190.2453461,353.3735657,573.9125366,1,1.124751687,1.004787803,1,1,1,1,1
O00442,RTCA,9258.750977,10216.50781,9927.133789,9503.944336,15428.71484,18719.90234,19493.38086,12343.56445,12876.63867,13860.15332,13802.99316,13800.53418,18692.0957,18808.46875,19482.12109,1,1,1,140.0018005,155.4903259,213.6216431,209.3794556,93.00518799,1.202249885,120.0748596,1,99.68582916,151.4569855,88.98819733,1
O00443,PIK3C2A,1099.727539,1033.224487,986.0136108,816.7879639,1970.530762,1057.859741,2346.19751,821.708374,1818.000854,1890.362793,1000.271484,2071.057617,1529.6604,1591.91333,1736.37915,1,1,1,1,1,1,1,1,1.184906244,1,1,1,1,1,1
O00445,SYT5,4026.410156,4609.797852,5481.686035,3132.694824,1922.25769,1675.318237,2599.207031,3078.476807,5041.111816,6767.45166,804.6104736,7068.657715,2097.503418,2159.12085,2248.126465,57.06349182,383.9451904,1,213.1912994,569.2463379,141.6869965,146.6036835,19.71473885,46.42958069,1,1,3.561525583,358.0968933,331.4391479,526.2680664
O00451,GFRA2,1129.638306,1708.916382,1388.903442,2394.842041,684.8342896,383.0654907,363.3004761,2027.561523,1424.64209,1563.359131,2035.49939,1,810.7293091,416.4273071,492.1825256,1,1,1,1,1,1,1,62.74433899,1.011010885,1.072838306,1,1,1,1,1
O00459,PIK3R2,3047.739746,2809.036133,2566.179199,3436.487793,1285.160522,485.1949463,844.8250122,2444.488281,3195.960449,2645.158447,2930.861328,958.2608643,987.571167,1251.320068,1151.382568,1,1,1,1,1,1,1,1,1.262287736,1.006936669,1,1,1,1,1
O00461,GOLIM4,NaN,31813.63281,35026.59375,31894.4375,5935.831543,5542.546387,5207.572266,29051.96094,53919.33594,NaN,26281.96484,5085.248047,21536.36523,23716.84961,24140.43555,NaN,1,1,1,1.064720035,1,1,1,1,NaN,1,15.33140659,1,1,1
O00462,MANBA,2031.706543,312.0454102,541.8970337,920.6397705,5379.520996,5121.249512,4383.248047,616.4885254,NaN,NaN,1001.604492,5052.661133,4813.236328,4154.464844,4705.285156,1,1,1,299.3460999,229.5641022,72.46086884,1,240.6579437,NaN,NaN,1,31.39994812,249.0934296,415.778595,187.0594025
O00468,AGRN,3337.392578,3755.404541,5540.569336,4287.073242,7563.367676,5644.400391,6086.549805,3895.030273,5699.499512,5211.014648,5152.309082,6236.299316,5368.29834,6232.598633,6037.42334,1,1,1,273.42276,951.6600952,867.5361328,891.1258545,118.8271484,27.56428719,28.78259277,1,249.1491394,16.50579453,65.05150604,71.78911591
O00469,PLOD2,NaN,NaN,535.5476074,NaN,1004.040833,794.7251587,1665.682983,NaN,NaN,NaN,NaN,853.1183472,737.5126953,263.0476685,564.4750977,NaN,NaN,1,NaN,139.3053436,1529.804932,2317.645508,NaN,NaN,NaN,NaN,1,53.91926193,1,1
O00471,EXOC5,13439.34082,14282.6748,13887.20801,14343.80176,8481.460938,7496.439941,7811.003906,12655.07227,15819.15137,14533.7832,13588.18945,8536.070313,9264.498047,8551.289063,9509.898438,1,1,1,1,1,19.31009293,1,1,1.17662394,1.010491014,1,1,1,1,19.43974495
O00479,HMGN4,NaN,NaN,160.4845428,NaN,600.5264282,8164.574219,6840.970703,NaN,NaN,NaN,NaN,NaN,914.180542,NaN,NaN,NaN,NaN,1,NaN,1.194160104,1,1,NaN,NaN,NaN,NaN,NaN,3.089398623,NaN,NaN
O00483,NDUFA4,17765.81055,31943.77148,29212.88672,31716.6875,26973.92969,23201.91992,25751.74219,40260.38672,34655.80469,27964.65039,32221.15234,40615.92969,36968.97656,24074.96875,40522.55469,1,1,1,1,571.3814087,636.7459717,437.5460205,1,34.48857498,1.009079218,14.99904633,182.8374786,73.61017609,54.55732346,30.65877914
O00487,PSMD14,8091.849121,6511.475098,7398.885254,9192.161133,10297.45703,7909.250977,8804.556641,10674.59375,12768.92773,12440.49316,7963.472168,11490.52734,9803.366211,8807.530273,10171.63867,1,1,1,1,1,134.5467529,28.73469543,1,1.052069306,1.008954167,70.33917999,92.90884399,47.53567123,1,57.26164627
O00488,ZNF593,650.7392578,612.6717529,1276.442627,NaN,1369.660278,1821.400146,980.9176636,NaN,NaN,NaN,NaN,1135.435303,2147.092773,2241.722656,2223.960693,1,1,1,NaN,1,487.2503357,138.3942413,NaN,NaN,NaN,NaN,1,1,1,1
O00499,BIN1,22330.13281,22294.42383,23217.45703,23694.79492,5834.019043,7567.587891,5403.599121,22495.75586,23880.88867,24679.04492,22070.50977,6773.749512,7624.21875,7083.170898,7281.919434,64.10979462,18.20121193,245.6972504,14.62439728,121.284111,90.04024506,186.2546539,1,1.234639883,1,1,13.71049213,1,1,26.43707848
O00505,KPNA3,26666.29492,29774.87891,29140.94336,26180.95703,21008.13672,25142.18555,24563.91992,23151.83789,28718.55078,25910.38867,25038.26563,20336.50781,19289.25391,23696.60547,21567.66211,1,1,1,1,1,185.0524597,250.8574524,1,1.222430229,1.038921952,1,1,1,1,1
O00506,STK25,2854.183594,2269.467529,2718.178955,2838.667969,2730.926758,2744.080811,1582.813721,2977.86499,2957.11499,3308.065674,2577.488281,2148.866943,2270.430176,2133.474609,2579.084473,1,1,1,1,1857.386475,1429.344849,1628.750488,1,1.300647259,1.016956568,1,1269.119141,1305.891846,366.76297,1464.758301
O00507,USP9Y,29785.80078,30364.14648,29273.20117,29371.11133,20760.93164,19394.70898,22044.09375,30123.98242,34287.41406,24228.38477,35402.44141,20074.95313,22695.25,21269.37305,22798.5918,1,1,1,1,73.69151306,66.01894379,159.1630249,1,1.153291345,1.005300403,1,1,1,1,1
O00519,FAAH,2223.028076,2597.256348,2160.54541,2881.488281,3017.010254,3738.54541,3199.458008,2213.349365,3235.366455,2638.412598,3327.492188,4123.436035,2876.050537,2638.338135,3055.603271,112.6479187,279.1156921,81.50390625,62.22212219,28.80146217,137.3587799,181.5784454,1,451.2391357,137.4546051,23.34350014,204.282135,147.6800385,119.0414886,78.1687088
O00522,KRIT1,2290.362061,2330.032715,3058.897949,2217.229736,2896.256836,3062.054688,2259.120361,1470.669922,1230.869629,4021.32959,NaN,5851.009277,4302.830078,4692.300781,3150.098145,694.3969727,6260.105469,4577.388184,4885.772461,21596.75586,4008.558105,11566.78223,1070.533691,466.7011414,7276.979004,NaN,8652.785156,14264.0957,10390.37207,7880.946289
O00534,VWA5A,15063.85156,15188.02637,19065.63867,17843.75586,8567.21582,7267.773926,7517.160156,15596.55664,17193.67773,17381.74805,14581.4043,7802.477051,8911.245117,9421.646484,9044.358398,1,127.2155075,126.5445251,220.3860626,113.2058792,167.7080231,170.5832367,65.5496521,133.4746552,186.4998627,1,113.763649,97.69280243,22.4725132,148.6470642
O00541,PES1,NaN,NaN,NaN,NaN,15806.47852,13389.72461,15564.74707,NaN,NaN,NaN,NaN,13939.48633,13081.81641,13330.57715,15480.48535,NaN,NaN,NaN,NaN,370.3656921,383.3019104,439.8535767,NaN,NaN,NaN,NaN,100.1843185,78.64867401,1,1
O00555,CACNA1A,1322.450073,314.2164307,610.7792969,1042.266846,591.1950684,NaN,NaN,777.7415771,1443.368164,2137.768799,1383.316284,866.3787231,NaN,826.4819946,NaN,1,1,185.9647827,1,1,NaN,NaN,1,1.217906117,1.667259693,1,2.328648806,NaN,1,NaN
O00559,EBAG9,283.0570984,NaN,NaN,NaN,1611.041992,1031.666504,NaN,NaN,NaN,NaN,NaN,469.4397888,472.4853516,1105.425781,467.1213684,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,223.45047,1,1
O00560,SDCBP,3038.554443,9263.836914,6446.271484,10385.59961,8648.30957,4062.781738,4030.020752,5669.694336,15888.7041,16784.76172,8936.735352,10028.1748,5726.108398,11941.1084,8067.611328,1,1,1,1,93.56021118,1,1,1,1.068584919,1,63.385952,1,1,1,1
